Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,37988,22203621632: 16; 11105141826: 13; 21108521523: 12
DYCOL01,0,100.0,integer,16,"1: 37,988; 2: 34,583; 3: 27,078"
DYCOL03,0,100.0,integer,9,"3: 56,436; 1: 37,988; 2: 30,896"
DYCOL04,0,100.0,integer,2,"1: 64,499; 2: 64,415"
DYCOL05,0,100.0,integer,100,"35: 2,568; 40: 2,487; 36: 2,315"
DYCOL06,10065,92.19246939820346,string,5,"1: 100,889; 2: 17,902; -: 58"
DYCOL07,27966,78.30646787781002,string,5,"2: 71,927; 1: 28,963; -: 58"
DYCOL08,27966,78.30646787781002,string,12,"1: 38,504; 2: 20,665; 4: 19,395"
DYCOL09,19043,85.22813658718216,integer,7,"1: 35,222; 5: 32,927; 4: 19,927"
DYCOL10,19040,85.23046371999938,integer,5,"1: 65,660; 4: 36,431; 2: 6,246"
