Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,21964,44033: 30; 44008: 24; 63116: 24
COL01,0,100.0,integer,30,"1: 21,964; 2: 21,040; 3: 18,963"
COL03,0,100.0,integer,9,"3: 64,754; 1: 21,964; 2: 19,519"
COL04,0,100.0,integer,2,"1: 57,355; 2: 56,472"
COL05,0,100.0,integer,100,"12: 3,889; 11: 3,771; 10: 3,758"
COL06,14206,87.51965702337759,integer,3,"1: 75,103; 2: 24,518"
COL07,36901,67.58150526676448,integer,3,"2: 40,116; 1: 36,810"
COL08,38724,65.97995203247034,integer,63,"16: 10,184; 23: 6,958; 14: 5,973"
COL09,27351,75.97143032848093,integer,7,"1: 30,770; 4: 24,639; 5: 22,733"
COL10,27350,75.97230885466541,integer,5,"1: 43,484; 4: 39,417; 2: 3,264"
