Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,27563,122015: 23; 181098: 23; 183046: 21
COL01,0,100.0,integer,25,"1: 27,563; 2: 26,366; 3: 23,531"
COL03,0,100.0,integer,9,"3: 82,955; 1: 27,563; 2: 24,413"
COL04,0,100.0,integer,2,"1: 73,209; 2: 72,327"
COL05,0,100.0,integer,100,"2: 5,441; 4: 5,241; 5: 5,199"
COL06,0,100.0,integer,4,"4: 85,674; 1: 54,633; 2: 4,619"
COL07,0,100.0,integer,4,"1: 144,079; 2: 1,153; 3: 205"
COL08,0,100.0,integer,53,"52: 135,396; 26: 830; 12: 559"
COL09,30939,78.74134234828496,integer,5,"4: 48,630; 1: 32,983; 2: 31,429"
COL10,81124,44.2584652594547,string,53,"05: 9,587; 02: 6,591; 04: 6,410"
COL11,87033,40.198301451187334,string,70,"60: 14,697; 50: 12,987; 11: 10,084"
COL12,104288,28.342128408091472,string,264,"612: 10,213; 754: 3,395; 614: 3,290"
COL13,104288,28.342128408091472,integer,148,"1110: 16,338; 5000: 3,914; 3214: 3,265"
COL14,104288,28.342128408091472,integer,6,"2: 14,145; 5: 9,459; 4: 8,756"
COL15,0,100.0,integer,53,"0: 104,331; 52: 29,490; 26: 1,451"
