Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,39088,2041183005: 28; 2041219001: 23; 2041203003: 21
DYCOL01,0,100.0,integer,28,"1: 39,088; 2: 36,897; 3: 31,936"
DYCOL03,0,100.0,integer,9,"3: 80,917; 1: 39,088; 2: 33,462"
DYCOL04,0,100.0,integer,2,"1: 81,174; 2: 80,076"
DYCOL05,0,100.0,integer,100,"18: 4,651; 17: 4,381; 22: 4,118"
DYCOL06,14317,91.12124031007752,string,4,"1: 117,232; 2: 29,617; -: 84"
DYCOL07,43934,72.75410852713178,string,4,"2: 77,542; 1: 39,690; -: 84"
DYCOL08,43934,72.75410852713178,string,68,"106: 21,126; 214: 15,585; 313: 6,839"
DYCOL09,24124,85.03937984496123,integer,7,"1: 47,517; 5: 37,454; 4: 29,278"
DYCOL10,24121,85.04124031007751,integer,5,"1: 74,240; 4: 56,302; 2: 5,839"
