Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,18671,62112: 28; 42124: 25; 142096: 21
COL01,0,100.0,integer,29,"1: 18,671; 2: 17,860; 3: 16,084"
COL03,0,100.0,integer,10,"3: 57,928; 1: 18,671; 2: 16,520"
COL04,2,99.99800191815856,integer,3,"2: 50,197; 1: 49,897"
COL05,2,99.99800191815856,integer,101,"5: 3,466; 8: 3,381; 7: 3,314"
COL06,17317,82.69960837595907,integer,3,"1: 57,651; 2: 25,128"
COL07,41960,58.08024296675192,integer,3,"1: 29,723; 2: 28,413"
COL08,42445,57.595708120204606,integer,61,"16: 6,611; 14: 5,285; 15: 4,783"
COL09,17701,82.31597666240408,integer,8,"4: 28,365; 1: 25,055; 5: 20,343"
COL10,30388,69.64114450127877,integer,5,"1: 36,894; 4: 29,651; 2: 2,921"
