Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,27148,1134106: 29; 63071: 27; 124040: 27
COL01,70169,51.292837161519614,string,37,"01: 14,729; 02: 13,963; 03: 12,494"
COL03,0,100.0,integer,9,"3: 81,634; 1: 27,148; 2: 23,667"
COL04,0,100.0,integer,2,"1: 72,430; 2: 71,633"
COL05,0,100.0,integer,100,"3: 5,020; 2: 4,987; 5: 4,909"
COL06,0,100.0,integer,53,"52: 134,510; 26: 774; 12: 568"
COL07,0,100.0,integer,4,"1: 84,765; 2: 53,560; 3: 5,121"
COL08,0,100.0,integer,4,"1: 143,307; 2: 533; 3: 172"
COL09,28629,80.12744424314361,integer,5,"4: 48,297; 1: 33,399; 2: 31,935"
COL10,78729,45.35099227421336,string,53,"05: 9,038; 04: 6,439; 02: 6,438"
COL11,83610,41.962891235084655,string,75,"50: 16,988; 60: 15,338; 10: 11,123"
COL12,101942,29.237902861942345,string,261,"612: 9,770; 754: 3,729; 614: 3,386"
COL13,101942,29.237902861942345,integer,151,"1110: 15,530; 6200: 3,607; 3214: 3,604"
COL14,101942,29.237902861942345,integer,6,"2: 13,897; 5: 9,929; 4: 8,774"
COL15,0,100.0,integer,53,"0: 102,220; 52: 30,374; 26: 1,403"
