Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,38513,2060019172: 18; 1110110009: 16; 2260052009: 16
DYCOL01,0,100.0,integer,18,"1: 38,513; 2: 36,014; 3: 30,487"
DYCOL03,0,100.0,integer,9,"3: 72,922; 1: 38,513; 2: 32,462"
DYCOL04,3,99.99800717417298,integer,3,"2: 75,296; 1: 75,241"
DYCOL05,64,99.95748638235685,integer,101,"18: 3,542; 22: 3,468; 25: 3,401"
DYCOL06,12311,91.82210708117444,string,5,"1: 109,763; 2: 28,224; -: 242"
DYCOL07,40462,73.12209379566892,string,5,"2: 74,343; 1: 35,493; -: 242"
DYCOL08,40589,73.0377308356583,string,71,"106: 20,297; 214: 14,728; 313: 6,442"
DYCOL09,21347,85.81971569018201,integer,7,"1: 41,937; 5: 37,334; 4: 26,159"
DYCOL10,21340,85.82436561711174,integer,5,"1: 72,195; 4: 49,883; 2: 6,113"
