Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,21950,61025: 40; 61024: 25; 42012: 24
COL01,0,100.0,integer,40,"1: 21,950; 2: 21,096; 3: 19,029"
COL03,0,100.0,integer,9,"3: 63,153; 1: 21,950; 2: 19,524"
COL04,0,100.0,integer,2,"2: 56,031; 1: 55,704"
COL05,0,100.0,integer,100,"12: 3,745; 11: 3,603; 10: 3,583"
COL06,13105,88.27135633418357,integer,3,"1: 74,690; 2: 23,940"
COL07,37045,66.84566161005951,integer,3,"2: 39,380; 1: 35,310"
COL08,37045,66.84566161005951,integer,58,"16: 10,141; 23: 7,304; 14: 5,687"
COL09,25517,77.16293014722334,integer,7,"1: 30,612; 4: 24,190; 5: 22,863"
COL10,25517,77.16293014722334,integer,5,"1: 43,498; 4: 39,202; 2: 3,220"
