Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,1828,1231126: 4; 1231076: 4; 101016: 3
COL01,0,100.0,integer,11,"1: 1,729; 2: 141; 3: 104"
COL02,1197,42.0899854862119,string,72,754: 354; 410: 117; 985: 115
COL03,9,99.56458635703919,integer,3,"1: 1,758; 2: 300"
COL04,0,100.0,integer,149,"0: 1,798; 360000: 14; 120000: 9"
COL05,0,100.0,integer,492,0: 948; 50000: 31; 30000: 24
COL06,0,100.0,integer,246,"0: 1,446; 5000: 28; 1000: 23"
COL07,0,100.0,integer,296,"0: 1,394; 12000: 20; 5000: 18"
COL08,0,100.0,integer,110,"0: 1,861; 5000: 17; 30000: 10"
COL09,0,100.0,integer,701,0: 896; 120000: 22; 50000: 18
COL10,0,100.0,integer,879,6000: 51; 7200: 51; 3000: 38
