Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,7591,2074: 11; 21159: 11; 93007: 10
COL01,0,100.0,integer,18,"1: 10,838; 2: 1,801; 3: 1,347"
COL02,0,100.0,string,162,"612: 4,676; 614: 3,429; 753: 1,499"
COL03,0,100.0,string,219,"1111: 4,848; 1122: 2,659; 3214: 1,575"
COL04,0,100.0,integer,3,"2: 10,755; 3: 2,922; 1: 1,700"
COL05,0,100.0,integer,2,"1: 9,628; 2: 5,749"
COL06,0,100.0,integer,768,"0: 11,714; 30000: 137; 100000: 137"
COL07,0,100.0,integer,2252,"0: 6,050; 150000: 190; 200000: 168"
COL08,0,100.0,integer,678,"0: 12,057; 5000: 152; 20000: 143"
COL09,0,100.0,integer,1187,"0: 9,937; 50000: 154; 20000: 130"
COL10,0,100.0,integer,176,"0: 14,781; 50000: 42; 30000: 33"
COL11,0,100.0,integer,2919,"0: 5,759; 400000: 135; 300000: 135"
COL12,0,100.0,integer,4358,"0: 3,040; 1800000: 174; 1200000: 132"
