Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,14715,1043038: 31; 4081084: 16; 3033024: 15
COL01,0,100.0,integer,20,"1: 20,148; 2: 3,435; 3: 3,156"
COL02,0,100.0,integer,2,"1: 29,050; 2: 1,213"
COL03,0,100.0,integer,230,"6111: 8,904; 6121: 6,755; 5220: 2,732"
COL04,0,100.0,integer,237,"111: 7,670; 124: 6,814; 1724: 2,249"
COL05,0,100.0,integer,3,"2: 19,514; 3: 7,072; 1: 3,677"
COL06,0,100.0,integer,2,"1: 19,339; 2: 10,924"
COL07,0,100.0,integer,987,"0: 23,989; 200000: 251; 300000: 243"
COL08,0,100.0,integer,3983,"0: 12,175; 1000000: 278; 200000: 258"
COL09,0,100.0,integer,782,"0: 25,458; 100000: 204; 50000: 192"
COL10,0,100.0,integer,2150,"0: 18,326; 200000: 300; 100000: 246"
COL11,0,100.0,integer,273,"0: 29,080; 300000: 54; 200000: 49"
COL12,0,100.0,integer,5060,"0: 11,267; 3000000: 307; 2000000: 276"
COL13,0,100.0,integer,6832,"0: 7,242; 18000000: 292; 12000000: 288"
