Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,11465,11020: 15; 42124: 15; 11019: 12
COL01,0,100.0,integer,23,"1: 17,180; 2: 2,609; 3: 2,054"
COL02,0,100.0,string,170,"612: 7,232; 614: 5,727; 753: 2,496"
COL03,0,100.0,string,234,"1111: 7,582; 1122: 3,940; 3214: 2,522"
COL04,0,100.0,integer,3,"2: 17,144; 3: 4,747; 1: 2,245"
COL05,0,100.0,integer,2,"1: 15,697; 2: 8,439"
COL06,0,100.0,integer,863,"0: 18,750; 50000: 256; 20000: 256"
COL07,0,100.0,integer,3066,"0: 9,248; 300000: 340; 200000: 332"
COL08,0,100.0,integer,879,"0: 18,967; 5000: 270; 10000: 247"
COL09,0,100.0,integer,1478,"0: 15,848; 20000: 245; 30000: 230"
COL10,0,100.0,integer,236,"0: 23,306; 20000: 49; 30000: 47"
COL11,0,100.0,integer,3466,"0: 9,016; 300000: 304; 150000: 243"
COL12,0,100.0,integer,6093,"0: 4,753; 1800000: 233; 1200000: 218"
