Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,15994,1121154: 15; 1101128: 14; 1121152: 13
COL01,0,100.0,integer,16,"1: 23,322; 2: 4,075; 3: 3,414"
COL02,0,100.0,integer,2,"1: 33,086; 2: 1,525"
COL03,0,100.0,integer,225,"6111: 10,038; 6121: 7,860; 6112: 3,007"
COL04,0,100.0,integer,218,"111: 8,788; 124: 7,987; 1724: 2,747"
COL05,0,100.0,integer,3,"2: 23,005; 3: 8,091; 1: 3,515"
COL06,0,100.0,integer,2,"1: 22,347; 2: 12,264"
COL07,0,100.0,integer,1110,"0: 27,454; 200000: 325; 100000: 280"
COL08,0,100.0,integer,4035,"0: 13,816; 200000: 341; 500000: 330"
COL09,0,100.0,integer,906,"0: 29,320; 50000: 254; 100000: 220"
COL10,0,100.0,integer,2228,"0: 21,611; 100000: 330; 150000: 310"
COL11,0,100.0,integer,283,"0: 33,251; 500000: 58; 300000: 56"
COL12,0,100.0,integer,5212,"0: 12,637; 1500000: 377; 2000000: 337"
COL13,0,100.0,integer,7460,"0: 8,279; 6000000: 291; 12000000: 278"
