Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,14512,20307078920: 11; 20303076829: 11; 21307311925: 11
DYCOL01,2,99.99107302267453,integer,14,"1: 15,961; 2: 2,909; 3: 2,094"
DYCOL02,1,99.99553651133726,integer,3,"1: 21,900; 2: 503"
DYCOL03,2,99.99107302267453,integer,208,"6121: 5,603; 6111: 5,268; 5220: 2,407"
DYCOL04,2,99.99107302267453,integer,261,"1110: 4,113; 1440: 3,813; 49220: 1,494"
DYCOL05,2,99.99107302267453,integer,4,"5: 16,487; 6: 3,919; 4: 1,996"
DYCOL06,2,99.99107302267453,integer,3,"1: 13,190; 2: 9,212"
DYCOL07,412,98.16104267095162,integer,20,"8: 4,483; 10: 2,767; 5: 2,706"
DYCOL08,413,98.15657918228887,integer,9,"7: 9,559; 6: 5,734; 5: 2,095"
DYCOL09,5225,76.67827173718979,integer,470,"0: 12,533; 5000000: 324; 2000000: 307"
DYCOL10,1667,92.55936439921443,integer,1673,"0: 4,400; 20000000: 653; 10000000: 573"
DYCOL11,4551,79.68666309587573,integer,341,"0: 11,954; 5000000: 652; 10000000: 558"
DYCOL12,2601,88.39046598821639,integer,1187,"0: 6,962; 5000000: 631; 10000000: 561"
DYCOL13,6057,72.9646491697911,integer,139,"0: 15,056; 2000000: 144; 1000000: 123"
DYCOL14,1036,95.37582574540261,integer,3293,"0: 3,331; 120000000: 424; 60000000: 371"
DYCOL15,15532,30.673094090341014,string,1468,0: 468; 120000000: 407; 180000000: 231
