Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,15138,27071092: 14; 4022034: 13; 3113081: 12
COL01,0,100.0,integer,19,"1: 21,931; 2: 3,709; 3: 3,279"
COL02,0,100.0,integer,2,"1: 31,140; 2: 1,338"
COL03,0,100.0,integer,222,"6111: 9,129; 6121: 7,702; 5220: 2,750"
COL04,0,100.0,integer,234,"111: 8,003; 124: 7,824; 1724: 2,701"
COL05,0,100.0,integer,3,"2: 21,131; 3: 7,598; 1: 3,749"
COL06,0,100.0,integer,2,"1: 21,065; 2: 11,413"
COL07,0,100.0,integer,1093,"0: 25,689; 200000: 295; 300000: 257"
COL08,0,100.0,integer,4178,"0: 12,762; 200000: 326; 500000: 297"
COL09,0,100.0,integer,848,"0: 27,516; 50000: 224; 100000: 217"
COL10,0,100.0,integer,2141,"0: 20,150; 100000: 325; 200000: 308"
COL11,0,100.0,integer,307,"0: 31,263; 200000: 50; 150000: 47"
COL12,0,100.0,integer,5343,"0: 11,878; 2000000: 352; 3000000: 309"
COL13,0,100.0,integer,7232,"0: 7,802; 12000000: 284; 18000000: 249"
