Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,11420,23107: 10; 21144: 10; 23109: 10
COL01,0,100.0,integer,18,"1: 17,717; 2: 2,201; 3: 2,046"
COL02,0,100.0,string,166,"612: 7,564; 614: 5,503; 613: 2,154"
COL03,0,100.0,string,224,"1111: 7,998; 1122: 3,616; 1112: 2,108"
COL04,0,100.0,integer,3,"2: 17,320; 3: 4,196; 1: 2,444"
COL05,0,100.0,integer,2,"1: 15,980; 2: 7,980"
COL06,0,100.0,integer,908,"0: 18,000; 20000: 307; 30000: 273"
COL07,0,100.0,integer,3253,"0: 8,710; 300000: 309; 200000: 297"
COL08,0,100.0,integer,1023,"0: 18,628; 5000: 271; 10000: 179"
COL09,0,100.0,integer,1534,"0: 15,322; 30000: 251; 20000: 251"
COL10,0,100.0,integer,232,"0: 23,129; 10000: 41; 20000: 34"
COL11,0,100.0,integer,3419,"0: 8,502; 200000: 269; 250000: 255"
COL12,0,100.0,integer,6333,"0: 4,205; 300000: 214; 1200000: 201"
