Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,18671,1051025: 2; 71055: 2; 1214027: 2
Q1,0,100.0,integer,6,"1: 14,614; 5: 1,718; 3: 1,442"
Q2,0,100.0,integer,18,"3: 4,881; 2: 4,330; 4: 3,949"
Q3,0,100.0,integer,265,"100: 1,257; 60: 1,210; 120: 1,139"
Q4A,0,100.0,integer,10,"1: 9,923; 7: 4,452; 3: 1,350"
Q4B,815,95.63564314019493,integer,11,"5: 7,526; 7: 3,717; 8: 3,369"
Q5_01,0,100.0,integer,2,"2: 17,132; 1: 1,542"
Q5_02,0,100.0,integer,2,"2: 16,339; 1: 2,335"
Q5_03,0,100.0,integer,2,"2: 16,384; 1: 2,290"
Q5_04,0,100.0,integer,2,"1: 11,060; 2: 7,614"
Q5_05,0,100.0,integer,2,"1: 13,578; 2: 5,096"
Q5_06,0,100.0,integer,2,"1: 11,453; 2: 7,221"
Q5_07,0,100.0,integer,2,"1: 10,949; 2: 7,725"
Q5_08,0,100.0,integer,2,"2: 15,686; 1: 2,988"
Q5_09,0,100.0,integer,2,"2: 17,082; 1: 1,592"
Q5_10,0,100.0,integer,2,"1: 14,118; 2: 4,556"
Q5_11,0,100.0,integer,2,"1: 14,295; 2: 4,379"
Q5_12,0,100.0,integer,2,"2: 15,834; 1: 2,840"
Q5_13,0,100.0,integer,2,"2: 14,534; 1: 4,140"
Q6_1,0,100.0,integer,2,"1: 15,017; 2: 3,657"
Q6_2,0,100.0,integer,2,"1: 16,176; 2: 2,498"
Q6_3,0,100.0,integer,2,"2: 16,195; 1: 2,479"
Q6_4,0,100.0,integer,2,"2: 10,470; 1: 8,204"
Q6_5,0,100.0,integer,2,"2: 14,672; 1: 4,002"
Q6_6,0,100.0,integer,2,"2: 15,476; 1: 3,198"
Q6_7,0,100.0,integer,2,"2: 18,092; 1: 582"
Q6_8,0,100.0,integer,2,"1: 11,362; 2: 7,312"
Q7A,0,100.0,integer,6,"3: 14,276; 1: 3,172; 5: 997"
Q7B,71,99.61979222448323,integer,8,"1: 11,742; 3: 2,370; 5: 1,986"
