Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,26941,11001: 1; 108084071: 1; 109011005: 1
Q1,0,100.0,integer,6,"1: 21,194; 3: 2,492; 5: 2,032"
Q2,0,100.0,integer,16,"4: 7,305; 3: 7,287; 2: 4,716"
Q3,0,100.0,integer,255,"100: 2,361; 120: 1,926; 60: 1,631"
Q4,0,100.0,integer,3,"3: 25,255; 1: 1,206; 2: 480"
Q4_1,1686,93.74188040533016,integer,9,"1: 12,456; 2: 4,569; 6: 3,547"
Q5_01,0,100.0,integer,2,"2: 24,140; 1: 2,801"
Q5_02,0,100.0,integer,2,"2: 22,958; 1: 3,983"
Q5_03,0,100.0,integer,2,"2: 22,973; 1: 3,968"
Q5_04,0,100.0,integer,2,"1: 16,051; 2: 10,890"
Q5_05,0,100.0,integer,2,"1: 17,286; 2: 9,655"
Q5_06,0,100.0,integer,2,"1: 15,911; 2: 11,030"
Q5_07,0,100.0,integer,2,"2: 15,824; 1: 11,117"
Q5_08,0,100.0,integer,2,"2: 13,656; 1: 13,285"
Q5_09,0,100.0,integer,2,"2: 22,370; 1: 4,571"
Q5_10,0,100.0,integer,2,"1: 24,332; 2: 2,609"
Q5_11,0,100.0,integer,2,"1: 23,681; 2: 3,260"
Q5_12,0,100.0,integer,2,"2: 18,239; 1: 8,702"
Q5_13,0,100.0,integer,2,"2: 18,579; 1: 8,362"
Q5_14,0,100.0,integer,2,"2: 23,876; 1: 3,065"
Q5_15,0,100.0,integer,2,"2: 26,541; 1: 400"
Q5_16,0,100.0,integer,2,"2: 26,458; 1: 483"
Q6_1,0,100.0,integer,2,"1: 24,295; 2: 2,646"
Q6_2,0,100.0,integer,2,"1: 26,317; 2: 624"
Q6_3,0,100.0,integer,2,"2: 19,129; 1: 7,812"
Q6_4,0,100.0,integer,2,"1: 16,667; 2: 10,274"
Q6_5,0,100.0,integer,2,"2: 17,940; 1: 9,001"
Q6_6,0,100.0,integer,2,"2: 15,713; 1: 11,228"
Q6_7,0,100.0,integer,2,"2: 25,966; 1: 975"
Q6_8,0,100.0,integer,2,"1: 19,994; 2: 6,947"
Q7A,0,100.0,integer,7,"3: 24,375; 1: 1,708; 5: 749"
Q7B,0,100.0,integer,7,"8: 15,657; 10: 7,850; 12: 1,375"
Q8_1,16854,37.44107494153892,integer,13,"1: 8,887; 2: 680; 5: 92"
Q8_2_1,18426,31.606102223377007,integer,8,"1: 7,802; 2: 682; 3: 25"
Q8_2_2,26438,1.8670427972235615,integer,4,1: 483; 2: 18; 3: 2
Q8_2_3,25038,7.063583385917371,integer,6,"1: 1,834; 2: 64; 3: 2"
