Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,18672,1013020: 4; 1104100: 2; 13043: 2
Q1,1,99.99465355004277,integer,7,"1: 15,187; 5: 1,299; 3: 1,290"
Q2,0,100.0,integer,28,"3: 5,148; 2: 4,279; 4: 3,908"
Q3,2,99.98930710008554,integer,269,"100: 1,252; 60: 1,220; 80: 1,186"
Q4A,3,99.98396065012831,integer,11,"1: 9,517; 7: 4,798; 3: 1,394"
Q4B,712,96.19332763045338,integer,11,"5: 7,219; 8: 3,781; 7: 3,765"
Q5_01,2,99.98930710008554,integer,3,"2: 17,125; 1: 1,577"
Q5_02,3,99.98396065012831,integer,3,"2: 16,398; 1: 2,303"
Q5_03,2,99.98930710008554,integer,3,"2: 16,329; 1: 2,373"
Q5_04,2,99.98930710008554,integer,3,"1: 10,950; 2: 7,752"
Q5_05,2,99.98930710008554,integer,3,"1: 13,259; 2: 5,443"
Q5_06,2,99.98930710008554,integer,3,"1: 10,780; 2: 7,922"
Q5_07,0,100.0,integer,3,"1: 11,024; 2: 7,678; 0: 2"
Q5_08,0,100.0,integer,3,"2: 16,537; 1: 2,165; 0: 2"
Q5_09,0,100.0,integer,3,"2: 17,286; 1: 1,416; 0: 2"
Q5_10,0,100.0,integer,3,"1: 13,860; 2: 4,842; 0: 2"
Q5_11,0,100.0,integer,3,"1: 13,990; 2: 4,712; 0: 2"
Q5_12,0,100.0,integer,4,"2: 16,245; 1: 2,457; 5: 1"
Q5_13,0,100.0,integer,3,"2: 14,875; 1: 3,827; 0: 2"
Q6_1,0,100.0,integer,3,"1: 15,127; 2: 3,575; 0: 2"
Q6_2,0,100.0,integer,2,"1: 16,359; 2: 2,345"
Q6_3,0,100.0,integer,2,"2: 16,623; 1: 2,081"
Q6_4,0,100.0,integer,2,"2: 10,772; 1: 7,932"
Q6_5,0,100.0,integer,2,"2: 14,776; 1: 3,928"
Q6_6,0,100.0,integer,2,"2: 15,918; 1: 2,786"
Q6_7,0,100.0,integer,2,"2: 18,136; 1: 568"
Q6_8,0,100.0,integer,2,"1: 11,288; 2: 7,416"
Q7A,0,100.0,integer,7,"3: 13,486; 1: 3,798; 5: 1,184"
Q7B,90,99.51881950384944,integer,8,"1: 11,670; 5: 2,302; 3: 1,989"
