Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,21964,1001: 1; 1081040: 1; 1081048: 1
Q1,0,100.0,integer,6,"1: 17,573; 3: 1,793; 5: 1,635"
Q2,0,100.0,integer,19,"3: 5,862; 4: 5,502; 2: 4,100"
Q3,0,100.0,integer,269,"100: 1,644; 60: 1,353; 120: 1,340"
Q4A,0,100.0,integer,10,"1: 13,606; 7: 4,067; 3: 1,625"
Q4B,856,96.10271353123294,integer,10,"5: 10,969; 7: 4,111; 8: 3,138"
Q5_01,0,100.0,integer,2,"2: 19,703; 1: 2,261"
Q5_02,0,100.0,integer,2,"2: 19,134; 1: 2,830"
Q5_03,0,100.0,integer,2,"2: 19,016; 1: 2,948"
Q5_04,0,100.0,integer,2,"1: 13,969; 2: 7,995"
Q5_05,0,100.0,integer,2,"1: 15,555; 2: 6,409"
Q5_06,0,100.0,integer,2,"1: 13,874; 2: 8,090"
Q5_07,0,100.0,integer,2,"1: 12,042; 2: 9,922"
Q5_08,0,100.0,integer,2,"2: 15,334; 1: 6,630"
Q5_09,0,100.0,integer,2,"2: 18,818; 1: 3,146"
Q5_10,0,100.0,integer,2,"1: 18,476; 2: 3,488"
Q5_11,0,100.0,integer,2,"1: 18,646; 2: 3,318"
Q5_12,0,100.0,integer,2,"2: 16,256; 1: 5,708"
Q5_13,0,100.0,integer,2,"2: 15,205; 1: 6,759"
Q5_14,0,100.0,integer,2,"2: 20,655; 1: 1,309"
Q6_1,0,100.0,integer,2,"1: 18,789; 2: 3,175"
Q6_2,0,100.0,integer,2,"1: 20,615; 2: 1,349"
Q6_3,0,100.0,integer,2,"2: 16,284; 1: 5,680"
Q6_4,0,100.0,integer,2,"1: 12,382; 2: 9,582"
Q6_5,0,100.0,integer,2,"2: 15,322; 1: 6,642"
Q6_6,0,100.0,integer,2,"2: 15,451; 1: 6,513"
Q6_7,0,100.0,integer,2,"2: 20,774; 1: 1,190"
Q6_8,0,100.0,integer,2,"1: 15,481; 2: 6,483"
Q7A,0,100.0,integer,7,"3: 19,117; 1: 1,963; 5: 764"
Q7B,0,100.0,integer,7,"8: 13,353; 10: 5,679; 12: 1,241"
