Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,21950,1001: 1; 1081034: 1; 1081042: 1
Q1,0,100.0,integer,6,"1: 17,044; 3: 2,006; 5: 1,837"
Q2,0,100.0,integer,19,"3: 5,834; 4: 5,675; 2: 4,033"
Q3,0,100.0,integer,267,"100: 1,629; 120: 1,343; 60: 1,282"
Q4A,0,100.0,integer,10,"1: 14,000; 7: 3,738; 3: 1,656"
Q4B,222,98.9886104783599,integer,11,"5: 11,289; 7: 4,527; 8: 2,847"
Q5_01,0,100.0,integer,2,"2: 19,650; 1: 2,300"
Q5_02,0,100.0,integer,2,"2: 19,199; 1: 2,751"
Q5_03,0,100.0,integer,2,"2: 19,157; 1: 2,793"
Q5_04,0,100.0,integer,2,"1: 13,922; 2: 8,028"
Q5_05,0,100.0,integer,2,"1: 15,290; 2: 6,660"
Q5_06,0,100.0,integer,2,"1: 13,920; 2: 8,030"
Q5_07,0,100.0,integer,2,"1: 11,476; 2: 10,474"
Q5_08,0,100.0,integer,2,"2: 14,201; 1: 7,749"
Q5_09,0,100.0,integer,2,"2: 18,589; 1: 3,361"
Q5_10,0,100.0,integer,2,"1: 18,971; 2: 2,979"
Q5_11,0,100.0,integer,2,"1: 19,082; 2: 2,868"
Q5_12,0,100.0,integer,2,"2: 15,869; 1: 6,081"
Q5_13,0,100.0,integer,2,"2: 15,151; 1: 6,799"
Q5_14,0,100.0,integer,2,"2: 20,411; 1: 1,539"
Q6_1,0,100.0,integer,2,"1: 19,421; 2: 2,529"
Q6_2,0,100.0,integer,2,"1: 21,001; 2: 949"
Q6_3,0,100.0,integer,2,"2: 16,102; 1: 5,848"
Q6_4,0,100.0,integer,2,"1: 12,841; 2: 9,109"
Q6_5,0,100.0,integer,2,"2: 15,072; 1: 6,878"
Q6_6,0,100.0,integer,2,"2: 14,752; 1: 7,198"
Q6_7,0,100.0,integer,2,"2: 20,800; 1: 1,150"
Q6_8,0,100.0,integer,2,"1: 16,038; 2: 5,912"
Q7A,0,100.0,integer,7,"3: 19,707; 1: 1,489; 5: 664"
Q7B,0,100.0,integer,6,"8: 13,499; 10: 5,856; 9: 972"
