Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,9970,27072217: 10; 27063156: 9; 2024033: 8
COL01,0,100.0,integer,14,"1: 8,664; 3: 2,192; 2: 1,205"
COL02,0,100.0,integer,2,"1: 11,277; 2: 2,730"
COL03,0,100.0,integer,115,"931: 2,286; 921: 1,963; 832: 664"
COL04,0,100.0,integer,141,"452: 2,750; 11: 1,589; 752: 815"
COL05,0,100.0,integer,3,"3: 8,993; 1: 4,740; 2: 274"
COL06,0,100.0,integer,3154,"0: 3,269; 300000: 642; 450000: 426"
COL07,0,100.0,integer,4729,1200000: 280; 1800000: 271; 3600000: 267
COL08,0,100.0,integer,4050,"0: 3,283; 300000: 638; 450000: 366"
COL09,0,100.0,integer,5186,3600000: 329; 1800000: 286; 1200000: 285
COL10,0,100.0,integer,580,"0: 12,612; 100000: 87; 150000: 57"
COL11,0,100.0,integer,1250,"0: 8,438; 280000: 741; 285000: 421"
COL12,0,100.0,integer,4154,"0: 3,273; 300000: 619; 450000: 350"
COL13,0,100.0,integer,5595,1200000: 273; 1800000: 271; 3600000: 265
