Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,19057,11810220111: 9; 11402176317: 7; 21806587723: 7
DYCOL01,0,100.0,integer,13,"1: 15,604; 3: 3,645; 2: 2,359"
DYCOL02,0,100.0,integer,2,"1: 21,026; 2: 2,549"
DYCOL03,0,100.0,integer,366,"9314: 4,995; 9211: 2,186; 5224: 981"
DYCOL04,0,100.0,integer,381,"41000: 4,924; 1110: 937; 49230: 747"
DYCOL05,0,100.0,integer,3,"3: 19,343; 1: 4,196; 2: 36"
DYCOL06,2199,90.67232237539767,integer,20,"8: 11,908; 10: 2,768; 9: 1,805"
DYCOL07,2200,90.66808059384942,integer,9,"6: 10,148; 5: 3,535; 7: 2,814"
DYCOL08,0,100.0,integer,1209,"0: 2,911; 15000000: 1,633; 10000000: 1,287"
DYCOL09,0,100.0,integer,2769,"120000000: 1,110; 180000000: 1,052; 60000000: 653"
DYCOL10,16,99.93213149522799,integer,2152,"0: 3,048; 15000000: 1,507; 10000000: 1,283"
DYCOL11,7,99.97030752916226,integer,3289,"180000000: 1,176; 120000000: 1,159; 240000000: 765"
DYCOL12,18,99.9236479321315,integer,212,"0: 22,109; 2000000: 254; 5000000: 147"
DYCOL13,7,99.97030752916226,integer,436,"0: 15,724; 10000000: 2,147; 20000000: 715"
DYCOL14,0,100.0,integer,2227,"0: 2,923; 15000000: 1,507; 10000000: 1,290"
DYCOL15,0,100.0,integer,4401,"120000000: 1,101; 180000000: 1,018; 60000000: 650"
