Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,18836,11901221120: 7; 21903593329: 7; 21903593829: 6
DYCOL01,0,100.0,integer,10,"1: 15,577; 3: 3,636; 2: 2,214"
DYCOL02,0,100.0,integer,2,"1: 21,185; 2: 1,945"
DYCOL03,0,100.0,integer,374,"9314: 5,569; 9211: 1,918; 5224: 904"
DYCOL04,0,100.0,integer,381,"41000: 5,462; 1110: 812; 1610: 729"
DYCOL05,0,100.0,integer,3,"3: 19,221; 1: 3,876; 2: 33"
DYCOL06,1537,93.35495028102032,integer,20,"8: 12,250; 10: 2,894; 9: 1,843"
DYCOL07,1534,93.3679204496325,integer,9,"6: 10,443; 5: 3,476; 4: 2,674"
DYCOL08,0,100.0,integer,1248,"0: 2,320; 30000000: 1,565; 40000000: 1,305"
DYCOL09,0,100.0,integer,2899,360000000: 958; 240000000: 869; 300000000: 738
DYCOL10,16,99.93082576740164,integer,2129,"0: 2,377; 30000000: 1,527; 20000000: 1,237"
DYCOL11,6,99.97405966277562,integer,3283,"360000000: 1,051; 240000000: 909; 480000000: 844"
DYCOL12,11,99.95244271508864,integer,179,"0: 21,987; 5000000: 186; 2000000: 118"
DYCOL13,6,99.97405966277562,integer,369,"0: 15,625; 15000000: 2,060; 20000000: 566"
DYCOL14,0,100.0,integer,2168,"0: 2,323; 30000000: 1,521; 20000000: 1,233"
DYCOL15,0,100.0,integer,4373,360000000: 952; 240000000: 872; 300000000: 728
