Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,15541,2051082: 9; 123011213: 9; 23064075: 8
COL01,0,100.0,integer,14,"1: 13,225; 3: 3,460; 2: 1,997"
COL02,0,100.0,integer,2,"1: 17,608; 2: 4,214"
COL03,0,100.0,integer,333,"9314: 3,502; 9211: 2,997; 2320: 729"
COL04,0,100.0,integer,314,"4521: 4,117; 111: 1,482; 8021: 983"
COL05,0,100.0,integer,3,"3: 14,650; 1: 7,012; 2: 160"
COL06,0,100.0,integer,4867,"0: 4,971; 300000: 845; 400000: 692"
COL07,0,100.0,integer,6986,3000000: 422; 3600000: 407; 1800000: 391
COL08,0,100.0,integer,5770,"0: 4,980; 300000: 850; 400000: 663"
COL09,0,100.0,integer,7357,3600000: 472; 3000000: 441; 1800000: 414
COL10,0,100.0,integer,764,"0: 19,732; 100000: 129; 200000: 101"
COL11,0,100.0,integer,1856,"0: 13,591; 285000: 1,230; 280000: 496"
COL12,0,100.0,integer,5963,"0: 4,977; 300000: 834; 400000: 634"
COL13,0,100.0,integer,8005,3000000: 421; 3600000: 402; 1800000: 393
