Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,15045,7072040: 15; 7093065: 10; 7022004: 10
DYCOL01,0,100.0,integer,18,"1: 12,481; 3: 3,394; 2: 1,916"
DYCOL02,0,100.0,integer,2,"1: 17,580; 2: 3,619"
DYCOL03,0,100.0,integer,316,"9314: 3,891; 9211: 2,702; 2320: 699"
DYCOL04,0,100.0,integer,376,"4521: 4,462; 111: 1,057; 8021: 841"
DYCOL05,0,100.0,integer,3,"3: 15,616; 1: 5,470; 2: 113"
DYCOL06,1635,92.28737204585123,integer,21,"8: 7,999; 10: 3,168; 12: 1,466"
DYCOL07,1714,91.9147129581584,integer,9,"6: 10,060; 7: 3,591; 5: 1,701"
DYCOL08,0,100.0,integer,3674,"0: 3,851; 1500000: 1,024; 1200000: 784"
DYCOL09,0,100.0,integer,5774,12000000: 499; 6000000: 439; 3000000: 425
DYCOL10,1124,94.69786310675032,integer,4319,"0: 2,863; 1500000: 978; 1200000: 800"
DYCOL11,139,99.34430869380631,integer,6367,12000000: 543; 18000000: 530; 6000000: 463
DYCOL12,10575,50.11557148922119,integer,631,"0: 8,102; 500000: 198; 300000: 176"
DYCOL13,7282,65.64932308127742,integer,1386,"0: 5,865; 1500000: 1,251; 1000000: 507"
DYCOL14,0,100.0,integer,4581,"0: 3,848; 1500000: 961; 1200000: 788"
DYCOL15,0,100.0,integer,7151,12000000: 497; 6000000: 442; 3000000: 421
