Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,18527,21903592929: 6; 10810103226: 6; 21804586926: 6
DYCOL01,0,100.0,integer,10,"1: 15,209; 3: 3,534; 2: 2,235"
DYCOL02,10304,54.4373203625912,integer,3,"1: 11,589; 2: 722"
DYCOL03,1,99.99557815609109,integer,372,"9314: 5,123; 9211: 1,862; 5224: 931"
DYCOL04,1,99.99557815609109,integer,385,"41000: 4,943; 43900: 819; 49230: 736"
DYCOL05,12315,45.54499226177315,integer,4,"3: 9,257; 1: 1,010; 2: 33"
DYCOL06,1692,92.51824010612425,integer,19,"8: 12,101; 10: 2,568; 9: 1,750"
DYCOL07,1692,92.51824010612425,integer,8,"6: 10,578; 5: 3,504; 4: 2,335"
DYCOL08,0,100.0,integer,1142,"0: 2,166; 50000000: 1,443; 60000000: 1,389"
DYCOL09,0,100.0,integer,2759,"600000000: 1,055; 480000000: 823; 720000000: 768"
DYCOL10,3,99.98673446827327,integer,2087,"0: 2,311; 50000000: 1,403; 60000000: 1,275"
DYCOL11,4,99.98231262436435,integer,3254,"600000000: 1,206; 720000000: 914; 480000000: 885"
DYCOL12,3,99.98673446827327,integer,169,"0: 21,289; 10000000: 195; 5000000: 185"
DYCOL13,2,99.99115631218218,integer,386,"0: 15,062; 20000000: 832; 15000000: 729"
DYCOL14,0,100.0,integer,2135,"0: 2,173; 50000000: 1,388; 60000000: 1,248"
DYCOL15,0,100.0,integer,4392,"600000000: 1,061; 480000000: 824; 360000000: 765"
