Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,13587,1001: 1; 131097: 1; 131099: 1
Q1,0,100.0,integer,2,"1: 13,253; 2: 334"
Q2,265,98.04960624126002,integer,13,"1: 10,158; 2: 2,222; 3: 651"
Q3,0,100.0,integer,6,"1: 11,435; 6: 1,303; 2: 451"
Q4,0,100.0,integer,6,"4: 6,942; 1: 1,735; 3: 1,731"
Q5,0,100.0,integer,15,"2: 4,872; 3: 3,259; 1: 2,895"
Q6_01,0,100.0,integer,2,"2: 13,237; 1: 350"
Q6_02,0,100.0,integer,2,"2: 11,449; 1: 2,138"
Q6_03,0,100.0,integer,2,"2: 12,467; 1: 1,120"
Q6_04,0,100.0,integer,2,"2: 7,959; 1: 5,628"
Q6_05,0,100.0,integer,2,"1: 7,681; 2: 5,906"
Q6_06,0,100.0,integer,2,"2: 9,162; 1: 4,425"
Q6_07,0,100.0,integer,2,"2: 9,687; 1: 3,900"
Q6_08,0,100.0,integer,2,"2: 8,125; 1: 5,462"
Q6_09,0,100.0,integer,2,"2: 7,026; 1: 6,561"
Q7_1,0,100.0,integer,2,"2: 7,023; 1: 6,564"
Q7_2,0,100.0,integer,2,"1: 8,121; 2: 5,466"
Q7_3,0,100.0,integer,2,"2: 13,519; 1: 68"
Q7_4,0,100.0,integer,2,"2: 12,371; 1: 1,216"
Q7_5,0,100.0,integer,2,"2: 12,752; 1: 835"
