Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,2745,1001001: 1; 1203004: 1; 1202001: 1
Q1,0,100.0,integer,2,"1: 2,732; 2: 13"
Q2,3,99.89071038251366,integer,10,"1: 1,885; 2: 597; 3: 186"
Q3,0,100.0,integer,6,"1: 1,915; 3: 359; 6: 285"
Q4,0,100.0,integer,6,"3: 1,691; 4: 511; 5: 369"
Q5,0,100.0,integer,14,3: 674; 4: 624; 2: 545
Q6,0,100.0,integer,2,"2: 2,502; 1: 243"
Q7,0,100.0,integer,2,"2: 2,715; 1: 30"
Q8,0,100.0,integer,201,100: 155; 120: 143; 60: 137
Q9_01,0,100.0,integer,2,"2: 2,207; 1: 538"
Q9_02,0,100.0,integer,2,"2: 2,386; 1: 359"
Q9_03,0,100.0,integer,2,"2: 2,289; 1: 456"
Q9_04,0,100.0,integer,2,"1: 1,817; 2: 928"
Q9_05,0,100.0,integer,2,"1: 2,143; 2: 602"
Q9_06,0,100.0,integer,2,"1: 1,624; 2: 1,121"
Q9_07,0,100.0,integer,2,"1: 1,898; 2: 847"
Q9_08,0,100.0,integer,2,"2: 2,370; 1: 375"
Q9_09,0,100.0,integer,2,"2: 2,724; 1: 21"
Q9_10,0,100.0,integer,2,"2: 2,367; 1: 378"
Q9_11,0,100.0,integer,2,"1: 2,531; 2: 214"
Q9_12,0,100.0,integer,2,"1: 2,386; 2: 359"
Q9_13,0,100.0,integer,2,"2: 2,027; 1: 718"
Q9_14,0,100.0,integer,2,"2: 1,776; 1: 969"
Q9_15,0,100.0,integer,2,"2: 2,715; 1: 30"
Q10_1,0,100.0,integer,2,"1: 2,621; 2: 124"
Q10_2,0,100.0,integer,2,"1: 2,724; 2: 21"
Q10_3,0,100.0,integer,2,"2: 2,468; 1: 277"
Q10_4,0,100.0,integer,2,"1: 1,645; 2: 1,100"
Q10_5,0,100.0,integer,2,"2: 1,486; 1: 1,259"
Q10_6,0,100.0,integer,2,"2: 2,136; 1: 609"
Q10_7,0,100.0,integer,2,"2: 2,513; 1: 232"
Q10_8,0,100.0,integer,2,"2: 2,733; 1: 12"
Q10_9,0,100.0,integer,2,"2: 2,732; 1: 13"
