Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,13976,1001001: 1; 1142009: 1; 1141078: 1
Q1,0,100.0,integer,2,"1: 13,920; 2: 56"
Q2,30,99.7853463079565,integer,21,"1: 9,079; 2: 3,511; 3: 940"
Q3,0,100.0,integer,6,"1: 9,415; 3: 2,063; 6: 1,554"
Q4,0,100.0,integer,6,"3: 7,463; 4: 2,995; 5: 2,484"
Q5,0,100.0,integer,15,"2: 3,405; 3: 3,338; 4: 2,820"
Q6,0,100.0,integer,2,"2: 13,199; 1: 777"
Q7,0,100.0,integer,2,"2: 13,850; 1: 126"
Q8,0,100.0,integer,276,100: 727; 60: 700; 80: 623
Q9_01,0,100.0,integer,2,"2: 11,854; 1: 2,122"
Q9_02,0,100.0,integer,2,"2: 12,167; 1: 1,809"
Q9_03,0,100.0,integer,2,"2: 11,415; 1: 2,561"
Q9_04,0,100.0,integer,2,"1: 8,636; 2: 5,340"
Q9_05,0,100.0,integer,2,"1: 10,381; 2: 3,595"
Q9_06,0,100.0,integer,2,"1: 7,292; 2: 6,684"
Q9_07,0,100.0,integer,2,"1: 9,474; 2: 4,502"
Q9_08,0,100.0,integer,2,"2: 12,632; 1: 1,344"
Q9_09,0,100.0,integer,2,"2: 13,913; 1: 63"
Q9_10,0,100.0,integer,2,"2: 12,652; 1: 1,324"
Q9_11,0,100.0,integer,2,"1: 12,444; 2: 1,532"
Q9_12,0,100.0,integer,2,"1: 11,589; 2: 2,387"
Q9_13,0,100.0,integer,2,"2: 11,315; 1: 2,661"
Q9_14,0,100.0,integer,2,"2: 10,319; 1: 3,657"
Q9_15,0,100.0,integer,2,"2: 13,868; 1: 108"
Q10_1,0,100.0,integer,2,"1: 13,067; 2: 909"
Q10_2,0,100.0,integer,2,"1: 13,824; 2: 152"
Q10_3,0,100.0,integer,2,"2: 12,889; 1: 1,087"
Q10_4,0,100.0,integer,2,"1: 7,698; 2: 6,278"
Q10_5,0,100.0,integer,2,"2: 9,039; 1: 4,937"
Q10_6,0,100.0,integer,2,"2: 11,624; 1: 2,352"
Q10_7,0,100.0,integer,2,"2: 13,359; 1: 617"
Q10_8,0,100.0,integer,2,"2: 13,927; 1: 49"
Q10_9,0,100.0,integer,2,"2: 13,946; 1: 30"
