Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,5492,1001001: 1; 1134048: 1; 1134056: 1
Q1,0,100.0,integer,6,"1: 4,030; 3: 695; 5: 465"
Q2,0,100.0,integer,9,"2: 3,514; 3: 985; 7: 496"
Q3,0,100.0,integer,10,"3: 1,425; 4: 1,370; 2: 970"
Q4,0,100.0,integer,2,"2: 5,072; 1: 420"
Q5,0,100.0,integer,2,"2: 5,461; 1: 31"
Q6,0,100.0,integer,220,120: 414; 100: 375; 80: 352
Q7_01,0,100.0,integer,2,"2: 4,660; 1: 832"
Q7_02,0,100.0,integer,2,"2: 4,950; 1: 542"
Q7_03,0,100.0,integer,2,"2: 4,629; 1: 863"
Q7_04,0,100.0,integer,2,"1: 3,624; 2: 1,868"
Q7_05,0,100.0,integer,2,"1: 4,358; 2: 1,134"
Q7_06,0,100.0,integer,2,"1: 3,328; 2: 2,164"
Q7_07,0,100.0,integer,2,"1: 3,862; 2: 1,630"
Q7_08,0,100.0,integer,2,"2: 4,750; 1: 742"
Q7_09,0,100.0,integer,2,"2: 4,821; 1: 671"
Q7_10,0,100.0,integer,2,"1: 4,974; 2: 518"
Q7_11,0,100.0,integer,2,"1: 4,779; 2: 713"
Q7_12,0,100.0,integer,2,"2: 4,143; 1: 1,349"
Q7_13,0,100.0,integer,2,"2: 3,698; 1: 1,794"
Q8_1,0,100.0,integer,2,"1: 5,216; 2: 276"
Q8_2,0,100.0,integer,2,"1: 5,459; 2: 33"
Q8_3,0,100.0,integer,2,"2: 4,775; 1: 717"
Q8_4,0,100.0,integer,2,"1: 3,365; 2: 2,127"
Q8_5,0,100.0,integer,2,"2: 3,594; 1: 1,898"
Q8_6,0,100.0,integer,2,"2: 3,984; 1: 1,508"
Q8_7,0,100.0,integer,2,"2: 5,074; 1: 418"
Q8_8,0,100.0,integer,2,"1: 4,293; 2: 1,199"
