Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,39856,20001011013: 1; 10916208908: 1; 10916208912: 1
MahMorajeh,0,100.0,integer,12,"9: 3,440; 11: 3,431; 6: 3,417"
ShoghlSarparast,1598,95.99056603773585,string,7829,"داراي درامد بدون کار: 2,280; زراعتکار: 1,817; داراي درآمد بدون کار: 1,799"
NoeKhn,1598,95.99056603773585,integer,3,"1: 38,235; 2: 23"
Takmil,17,99.95734644720996,integer,3,"1: 29,232; 2: 10,607"
TakmilDescA,39078,1.952027298273784,integer,4,1: 604; 2: 107; 3: 67
TakmilDescB,32141,19.35718586912887,integer,8,"1: 5,421; 2: 1,424; 3: 407"
TakmilDescC,39803,0.13297872340425343,string,52,مكان در بلوك  ميباشد: 2; نقل مکان به ايلام: 2; به علت اشتباه مامور آمارگير: 1
Jaygozin,32141,19.35718586912887,integer,3,"1: 6,912; 2: 803"
JaygozinDescA,39776,0.20072260136491105,integer,4,1: 73; 2: 6; 3: 1
JaygozinDescB,39133,1.814030509835407,integer,8,1: 259; 2: 190; 3: 143
JaygozinDescC,39843,0.03261742272180346,string,11,تخليه منازل سازماني به دليل آلودگي محيط: 4; ساير: 1; تخليه کليه منازل سازماني: 1
BlkAbdJaygozin,32944,17.342432757928538,integer,1447,1: 826; 2: 706; 3: 493
RadifJaygozin,32944,17.342432757928538,integer,22,22: 827; 21: 786; 19: 709
fStat,0,100.0,integer,3,"5: 28,744; 4: 10,805; 3: 307"
fEnt,0,100.0,integer,1470,"1: 1,822; 24: 183; 23: 177"
fvfy,0,100.0,integer,18,"0: 29,021; 1: 6,499; 2: 2,326"
user1,0,100.0,string,38,"Admin: 34,392; 1: 893; shafiee: 796"
user2,39581,0.6899839421918963,string,16,Admin: 241; 2: 10; 1: 4
user3,1802,95.47872340425532,string,38,"Admin: 32,972; 1: 907; 2: 526"
user4,15739,60.5103372139703,string,5,"Admin: 22,926; 2: 519; admin: 489"
Tekrari,37740,5.309112806101968,string,3,"1: 2,114; .: 2"
Bakhsh,39856,-0.0,integer,1,
ShrDeh,39856,-0.0,integer,1,
Hozeh,39856,-0.0,integer,1,
BlkAbd,39856,-0.0,integer,1,
AbdName,39856,-0.0,integer,1,
